"symbol","machine_cr","hold_cr","num_trades","start_date","end_date"
STX,-0.0010629999999999251,0.029914999999999914,1,2017-01-01,2018-12-28
SEE,-0.13033699999999993,-0.10919500000000004,5,2017-01-01,2018-12-28
SRE,0.035048999999999886,0.12154399999999987,3,2017-01-01,2018-12-28
SHW,1.1398319999999997,1.2006009999999998,3,2017-01-01,2018-12-28
SPG,-0.16283399999999992,0.013292999999999777,1,2017-01-01,2018-12-28
SWKS,-0.28561099999999995,-0.059004999999999974,1,2017-01-01,2018-12-28
SLG,-0.23137200000000013,-0.22881600000000002,1,2017-01-01,2018-12-28
SNA,0.23408100000000043,-0.20257899999999995,13,2017-01-01,2018-12-28
SO,0.036615999999999982,-0.004702000000000095,2,2017-01-01,2018-12-28
LUV,-0.045989999999999975,-0.022738000000000036,1,2017-01-01,2018-12-28
SWK,0.0,0.070832999999999924,0,2017-01-01,2018-12-28
SBUX,-0.037696000000000396,0.10290700000000008,5,2017-01-01,2018-12-28
STT,-0.36352300000000004,-0.1327839999999999,1,2017-01-01,2018-12-28
SRCL,0.43320000000000003,-0.39239999999999997,1,2017-01-01,2018-12-28
SYK,0.132525,0.38211299999999992,1,2017-01-01,2018-12-28
STI,0.029041000000000095,-0.030452999999999841,1,2017-01-01,2018-12-28
SIVB,0.0038000000000000256,0.17799999999999994,3,2017-01-01,2018-12-28
SYMC,0.12792799999999982,-0.048845000000000027,1,2017-01-01,2018-12-28
SNPS,0.20350000000000001,0.24269999999999992,2,2017-01-01,2018-12-28
SYY,0.0,0.098088999999999871,0,2017-01-01,2018-12-28
TROW,-0.27523299999999984,0.19457400000000002,1,2017-01-01,2018-12-28
TTWO,0.73829999999999996,0.5535000000000001,3,2017-01-01,2018-12-28
TPR,-0.10739600000000005,0.0012739999999999974,1,2017-01-01,2018-12-28
TGT,-0.36220099999999955,-0.025214999999999987,8,2017-01-01,2018-12-28
TEL,0.16777299999999995,0.084057000000000048,1,2017-01-01,2018-12-28
FTI,0.12695300000000009,-0.15890700000000002,4,2017-01-01,2018-12-28
TXN,-0.13664500000000002,0.23853400000000002,2,2017-01-01,2018-12-28
TXT,-0.3911920000000001,-0.034568000000000043,22,2017-01-01,2018-12-28
BK,-0.031124999999999958,0.0044720000000000315,1,2017-01-01,2018-12-28
CLX,-0.16071399999999991,0.38339900000000005,2,2017-01-01,2018-12-28
COO,-0.59081599999999979,0.74592400000000003,2,2017-01-01,2018-12-28
HSY,0.17208500000000004,0.075630000000000086,3,2017-01-01,2018-12-28
MOS,-0.19247800000000004,0.0008479999999999599,3,2017-01-01,2018-12-28
TRV,-0.2953119999999998,0.027865000000000029,28,2017-01-01,2018-12-28
DIS,0.029102000000000183,0.044949000000000128,3,2017-01-01,2018-12-28
TMO,0.82016799999999934,0.79694699999999985,4,2017-01-01,2018-12-28
TIF,-0.18341300000000016,0.044907999999999948,15,2017-01-01,2018-12-28
TWX,0.88737299999999997,-0.94409799999999999,1,2017-01-01,2018-12-28
TJX,-0.036661000000000166,0.072956000000000021,11,2017-01-01,2018-12-28
TMK,-0.14694399999999996,0.010297999999999918,6,2017-01-01,2018-12-28
TSS,0.20367500000000005,0.29585499999999998,10,2017-01-01,2018-12-28
TSCO,-0.10385999999999995,0.09727600000000014,1,2017-01-01,2018-12-28
TDG,0.85713699999999982,1.0424000000000002,1,2017-01-01,2018-12-28
FOXA,-0.19895399999999996,0.19864400000000004,1,2017-01-01,2018-12-28
FOX,-0.18904699999999997,0.20228299999999999,3,2017-01-01,2018-12-28
TSN,-0.084338999999999942,-0.081766999999999923,1,2017-01-01,2018-12-28
USB,-0.034501000000000337,-0.037880000000000025,13,2017-01-01,2018-12-28
UDR,0.050929000000000002,0.05742399999999992,1,2017-01-01,2018-12-28
ULTA,-0.42310000000000003,-0.17230000000000001,29,2017-01-01,2018-12-28
UAA,-0.27880000000000005,-0.12350000000000005,7,2017-01-01,2018-12-28
UNP,0.37786000000000008,0.3859999999999999,1,2017-01-01,2018-12-28
UAL,-0.058100000000000041,0.10460000000000003,1,2017-01-01,2018-12-28
UNH,0.078436999999999424,0.89293599999999973,2,2017-01-01,2018-12-28
UPS,-0.12493799999999988,-0.11582499999999996,1,2017-01-01,2018-12-28
URI,-0.23550000000000004,-0.078099999999999947,1,2017-01-01,2018-12-28
UTX,0.18965299999999985,-0.0060490000000000821,3,2017-01-01,2018-12-28
UHS,-0.031164999999999998,0.10208399999999984,1,2017-01-01,2018-12-28
UNM,-0.20043900000000037,-0.13514899999999996,10,2017-01-01,2018-12-28
VFC,0.20055500000000004,0.19894199999999995,1,2017-01-01,2018-12-28
VLO,-0.10788000000000031,0.073555000000000037,13,2017-01-01,2018-12-28
VAR,0.14430000000000009,0.31802100000000011,10,2017-01-01,2018-12-28
VTR,0.022844999999999782,0.026792999999999845,6,2017-01-01,2018-12-28
VRSN,0.65569999999999995,0.69569999999999999,1,2017-01-01,2018-12-28
VZ,-0.038893000000000177,0.055946000000000051,2,2017-01-01,2018-12-28
VRTX,-0.72510000000000008,0.86529999999999996,1,2017-01-01,2018-12-28
VIAB,0.0,-0.082291999999999921,0,2017-01-01,2018-12-28
VNO,-0.21596299999999991,-0.17169899999999994,2,2017-01-01,2018-12-28
VMC,-0.26342199999999982,-0.25349500000000003,2,2017-01-01,2018-12-28
WMT,-0.23961000000000032,0.26743799999999984,7,2017-01-01,2018-12-28
WBA,-0.12814600000000009,-0.11426399999999992,3,2017-01-01,2018-12-28
WM,-0.22561200000000015,0.20427099999999987,10,2017-01-01,2018-12-28
WAT,-0.042499999999999982,0.48330000000000006,3,2017-01-01,2018-12-28
WEC,0.0,0.14314500000000008,0,2017-01-01,2018-12-28
WFC,0.0,-0.071348999999999996,0,2017-01-01,2018-12-28
WELL,-0.088037999999999839,0.099732000000000154,7,2017-01-01,2018-12-28
WDC,0.26522500000000004,-0.28819899999999998,1,2017-01-01,2018-12-28
WU,0.064631999999999801,-0.033441999999999972,10,2017-01-01,2018-12-28
WY,-0.0046019999999996619,-0.062851000000000101,9,2017-01-01,2018-12-28
WHR,0.61153200000000019,-0.65365200000000012,1,2017-01-01,2018-12-28
WMB,0.0,-0.071981000000000073,0,2017-01-01,2018-12-28
WYN,1.1134690000000003,-0.73722200000000004,1,2017-01-01,2018-12-28
WYNN,-0.053282000000000163,0.12869099999999989,2,2017-01-01,2018-12-28
XEL,0.12789600000000001,0.1113599999999999,7,2017-01-01,2018-12-28
XRX,-0.033174999999999955,-0.059514999999999985,6,2017-01-01,2018-12-28
XLNX,0.0,0.2762150000000001,0,2017-01-01,2018-12-28
XL,0.41311799999999987,-0.36461399999999999,7,2017-01-01,2018-12-28
YUM,0.047016000000000169,0.30540600000000007,7,2017-01-01,2018-12-28
ZBH,0.0,0.010116999999999932,0,2017-01-01,2018-12-28
ZION,-0.051778999999999908,-0.014979999999999993,13,2017-01-01,2018-12-28
